TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
REC,101,4000,6,3,LOC,LURE,stimuli/fractals/78a.jpg,-0.040637337132676,0.375829486962123,210.0,LLP,stimuli/fractals/78a.jpg,-0.15860056416538,-0.165075224288153,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,-0.15860056416538,-0.165075224288153,-0.374339072827201,0.276687877765705,-0.040637337132676,0.375829486962123,0.341432243824511,0.395636929494851
REC,102,3000,6,3,LOC,TARGET,stimuli/fractals/15a.jpg,0.0570429160993979,0.349068698057374,200.0,ERP,stimuli/fractals/15a.jpg,0.0570429160993979,0.349068698057374,stimuli/fractals/15a.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15c.jpg,0.0570429160993979,0.349068698057374,0.309216952359272,0.293648395288366,-0.116186928848095,-0.0975852643284703,-0.331570146894393,-0.321925097999346
REC,103,1000,6,3,LOC,LURE,stimuli/fractals/123b.jpg,-0.216722323060261,-0.326443851809014,221.0,ERP,stimuli/fractals/123b.jpg,-0.173158379552817,0.142909672579637,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123a.jpg,-0.173158379552817,0.142909672579637,-0.267211738143247,-0.250328755504001,-0.216722323060261,-0.326443851809014,0.34992689250322,-0.363006664511971
REC,104,3000,6,3,LOC,LURE,stimuli/fractals/140a.jpg,0.0661592727061424,0.146527221922811,212.0,LLP,stimuli/fractals/140a.jpg,-0.216456812797915,0.178754453073886,stimuli/fractals/140a.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140b.jpg,-0.216456812797915,0.178754453073886,-0.0537298437627969,-0.374365673760948,0.0661592727061424,0.146527221922811,0.293384953224124,0.32323307066491
REC,105,4000,6,3,LOC,TARGET,stimuli/fractals/114a.jpg,0.267079813784205,0.254936453364674,215.0,LLP,stimuli/fractals/114a.jpg,0.267079813784205,0.254936453364674,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,0.267079813784205,0.254936453364674,0.292412469989753,-0.375262903188266,0.265136197599458,-0.247845726155815,-0.165693818727808,-0.12208658348358
REC,106,500,6,3,LOC,FOIL,stimuli/fractals/79c.jpg,0.349243847111653,0.409347872314519,216.0,LLP,stimuli/fractals/79c.jpg,-0.115139748683196,-0.137121558027086,stimuli/fractals/79c.jpg,stimuli/fractals/79b.jpg,stimuli/fractals/79a.jpg,-0.115139748683196,-0.137121558027086,-0.336322396165984,0.183289433093308,0.172150357977955,-0.309294028093216,0.349243847111653,0.409347872314519
REC,107,2000,6,3,LOC,FOIL,stimuli/fractals/57a.jpg,-0.371177648274368,0.394463672675348,223.0,LLP,stimuli/fractals/57a.jpg,0.0180459439234825,-0.251039252286856,stimuli/fractals/57a.jpg,stimuli/fractals/57b.jpg,stimuli/fractals/57c.jpg,0.0180459439234825,-0.251039252286856,0.297968336813929,-0.0170560466329648,0.00696304614697691,0.208842163559094,-0.371177648274368,0.394463672675348
REC,108,4000,6,3,LOC,FOIL,stimuli/fractals/84a.jpg,-0.357311856635388,-0.378380335385306,225.0,ERP,stimuli/fractals/84a.jpg,0.0616393430364559,0.233045906080319,stimuli/fractals/84a.jpg,stimuli/fractals/84c.jpg,stimuli/fractals/84b.jpg,0.0616393430364559,0.233045906080319,0.244733805305031,-0.0941144464733142,-0.152321603827883,-0.253497711222142,-0.357311856635388,-0.378380335385306
REC,109,1000,8,4,LOC,LURE,stimuli/fractals/130b.jpg,0.103312057641558,-0.0918751073463461,231.0,LLP,stimuli/fractals/130b.jpg,0.166944101856168,0.336673275398694,stimuli/fractals/130b.jpg,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,0.166944101856168,0.336673275398694,0.363496902246945,-0.0203022524116643,0.103312057641558,-0.0918751073463461,-0.148454264658824,-0.361936048286925
REC,110,4000,8,4,LOC,LURE,stimuli/fractals/68a.jpg,0.17481612414926,0.1602491113648,233.0,LLP,stimuli/fractals/68a.jpg,0.375480467245231,0.386125658289454,stimuli/fractals/68a.jpg,stimuli/fractals/68c.jpg,stimuli/fractals/68b.jpg,0.375480467245231,0.386125658289454,0.14743166843243,0.0404233336905789,0.17481612414926,0.1602491113648,-0.271263516563273,-0.376175557719996
